"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"1812",0,90,0,0,0,0,0,NA,0,46194.9842473854
"2336",0,0,0,0,0,0,0,0,NA,15651.3477451603
"1693",0,0,0,0,0,68,1,NA,0,40208.8712392397
"1337",0,0,0,0,0,0,0,NA,NA,75009.1896014069
"343",0,0,0,0,5,0,0,NA,0,9173.19700543862
"759",0,0,0,0,10,0,0,NA,0,15690.4273132293
"2615",0,0,0,0,0,0,0,NA,NA,10176.2070736376
"2441",0,0,0,0,0,0,0,NA,NA,37912.1389015127
"724",0,0,0,0,0,0,0,NA,NA,11603.3982555893
"2626",0,0,0,0,0,0,0,NA,NA,31482.7107349735
"767",0,60,0,0,0,0,1,NA,0,10752.2270397356
"1164",135,0,0,0,0,0,1,NA,1,19111.462639839
"2211",0,0,0,0,0,0,0,NA,NA,142433.577502713
"613",0,0,0,0,0,0,0,NA,NA,46188.2769881129
"1443",0,0,0,0,0,0,0,NA,NA,194106.873223146
"1349",113,0,0,0,0,0,0,NA,0,8624.37778345928
"2736",0,0,0,0,0,0,0,NA,NA,82619.8291349567
"2436",0,0,15,0,0,0,0,NA,0,17341.7250651749
"486",15,0,0,0,0,0,1,NA,0,12173.4370504856
"2424",0,0,0,0,2,0,0,NA,0,12183.2979592802
"1391",NA,0,0,0,0,0,0,NA,0,18518.9897006938
"1239",0,0,0,0,0,0,0,NA,NA,116816.203081445
"2258",0,0,0,0,0,0,0,NA,NA,32055.8567220448
"2528",0,0,0,0,0,0,0,NA,NA,11654.6198810987
"502",10,0,0,0,0,0,0,NA,0,59558.8184413634
"1596",0,0,0,0,0,0,0,NA,NA,170842.008137273
"1363",45,0,0,0,0,0,0,NA,0,11473.6478835334
"2770",0,0,0,0,0,0,0,1,0,12813.3408439638
"466",5,0,0,0,0,0,1,0,NA,16867.5476815576
"1251",0,0,0,0,30,0,0,NA,0,6809.20487891372
"2323",0,0,0,0,0,0,1,1,NA,11163.07097842
"359",0,0,0,0,0,0,0,NA,NA,18822.2222668441
"732",4,0,0,0,0,0,1,NA,0,17209.6696175587
"877",0,0,NA,0,0,0,1,NA,0,40414.0499395978
"1878",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"1342",0,0,0,0,0,0,0,NA,NA,35997.4404476126
"2582",0,0,0,0,0,0,0,NA,NA,139495.277821195
"1938",0,0,0,0,0,0,0,NA,NA,200825.908422959
"469",0,0,0,0,45,0,1,1,0,9870.56492848086
"2301",0,0,0,0,0,5,1,NA,0,11660.5078174478
"1017",0,0,0,0,0,0,0,NA,NA,6483.17467002127
"2543",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"1179",0,45,0,0,0,0,1,NA,0,8808.74820571063
"530",10,0,0,0,0,0,0,NA,0,20093.2627527708
"2260",0,0,0,0,0,0,0,NA,NA,69383.7699669214
"525",0,68,0,0,0,0,0,NA,0,18822.2222668441
"1193",0,0,0,0,0,0,0,NA,NA,46748.4491669765
"175",30,0,0,0,0,0,0,NA,0,17348.7239417459
"2262",0,0,0,0,0,0,0,NA,NA,7132.18629132531
"2746",0,0,0,0,0,0,0,NA,NA,86473.6057718595
"2607",0,0,0,0,0,0,0,NA,NA,292732.411132736
"1323",0,0,0,0,0,0,0,NA,NA,63970.2743583789
"1171",0,0,5,0,0,0,1,NA,0,35407.2889791301
"77",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1447",0,0,0,0,0,0,0,NA,NA,28696.5973620406
"1821",0,0,0,0,0,0,0,0,NA,8649.40122143997
"2312",0,0,0,0,0,0,0,NA,NA,38738.7743616688
"2557",0,0,0,0,30,0,1,1,0,13408.4263126644
"1984",0,0,7,0,0,0,1,NA,NA,5272.85542673019
"1315",0,0,0,0,0,0,0,NA,NA,122504.537966104
"71",25,0,0,0,0,0,1,0,0,16345.0165321041
"542",0,0,0,0,0,0,0,NA,NA,70223.2558460814
"410",23,0,0,0,0,0,0,NA,0,10916.987824325
"758",0,0,0,0,0,23,1,NA,0,10368.7746352238
"16",15,0,0,0,0,0,1,NA,NA,12210.0228524898
"2775",0,0,0,0,0,0,0,NA,NA,46748.4491669765
"1936",0,0,0,0,0,0,0,NA,NA,14887.2511478197
"367",0,30,0,0,0,0,1,NA,0,12892.9277861806
"1469",0,0,0,0,0,0,0,NA,NA,241794.187059193
"2212",23,0,0,0,0,0,0,NA,0,12805.6001974415
"1909",0,0,0,0,0,0,0,NA,NA,39316.9534334254
"2492",0,0,0,0,0,0,0,0,NA,31267.5010601661
"509",0,0,0,0,0,0,1,1,NA,7734.60767150729
"2760",0,0,0,0,0,0,0,NA,NA,74948.9020812056
"499",0,0,0,0,0,0,0,NA,NA,48215.5142365261
"1099",0,0,0,0,0,0,0,NA,NA,48854.9832284438
"1271",0,0,0,0,0,0,0,NA,NA,110645.515927415
"2155",0,0,0,0,0,0,0,NA,NA,32234.0507048054
"941",0,0,0,0,0,0,0,NA,NA,7207.79723773527
"809",25,0,0,0,0,0,0,NA,0,11399.117661616
"1760",0,0,0,0,0,0,0,NA,NA,83982.5310118531
"1732",50,0,0,0,0,0,1,NA,0,11040.249853674
"298",0,0,0,0,0,0,0,NA,NA,48302.0969275131
"2852",0,0,0,0,0,0,0,NA,NA,139540.581273372
"519",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1639",0,261,0,0,0,0,0,NA,0,10453.7196377335
"1959",5,0,0,0,0,0,0,NA,0,15029.5915418904
"470",0,0,0,0,0,0,0,NA,NA,54267.0987802127
"2004",2,0,0,0,0,0,0,NA,0,20749.9057010479
"2451",0,0,30,0,0,0,1,NA,0,23640.6120481239
"957",0,0,0,0,0,0,0,NA,NA,47958.7645848427
"349",0,0,0,0,0,0,0,NA,NA,223781.397634112
"44",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"326",0,0,0,0,0,0,0,NA,NA,16167.7733536382
"2327",0,0,0,0,0,0,0,NA,NA,77260.9597441557
"2565",0,0,0,0,0,0,1,NA,0,10369.2784302059
"1653",110,0,0,0,0,0,0,NA,0,12325.9167894237
"2618",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"1387",0,0,0,0,0,0,0,0,NA,16047.1523047248
"946",0,0,0,0,0,0,0,NA,NA,19401.1802763075
"1800",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"378",7,0,0,0,0,0,0,NA,0,38785.0918138467
"765",0,0,0,0,0,0,0,NA,NA,25474.9066955641
"1312",0,0,0,0,0,0,0,NA,NA,107061.851028891
"1970",3,0,0,0,0,0,0,NA,0,15024.8353030558
"753",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"2058",0,0,0,0,0,0,0,NA,NA,43330.1673101199
"2548",23,0,0,0,0,0,0,NA,0,3567.357359645
"2546",0,0,0,0,0,0,0,NA,NA,63481.2793378379
"56",0,0,0,0,0,0,0,NA,NA,17341.7250651749
"1802",0,0,0,0,0,0,0,NA,NA,6915.25167613814
"1123",0,0,0,0,0,0,0,NA,0,8743.56398363744
"2045",2,0,0,0,0,0,1,NA,0,44798.8072805567
"908",15,0,0,0,0,0,1,NA,0,8363.77065283337
"2435",0,0,0,0,0,0,0,NA,NA,11698.7583946593
"1267",10,0,0,0,0,0,0,NA,0,11654.6198810987
"152",0,0,0,0,0,0,0,NA,NA,12021.2017141716
"1998",NA,0,0,0,0,0,0,NA,0,10031.3482554034
"1275",0,0,0,0,0,0,0,0,NA,10752.2270397356
"1912",0,0,0,0,0,0,0,NA,NA,51495.5222683738
"2034",0,0,0,0,0,0,0,NA,NA,54688.8564894257
"691",0,0,0,0,0,0,0,NA,NA,22173.3573025524
"1330",0,0,0,0,0,0,0,NA,NA,48497.7136655046
"1477",0,0,0,0,0,0,0,NA,NA,23737.2199008147
"2520",0,0,0,0,0,0,0,NA,NA,20062.4185635436
"728",0,0,0,0,0,0,0,NA,NA,38451.1451323791
"2449",0,0,0,0,0,0,0,NA,NA,12617.9853319098
"2700",0,0,0,0,0,0,0,NA,NA,44228.9573488463
"1824",0,NA,0,0,0,0,1,NA,0,23774.244733788
"1151",0,0,0,0,0,0,0,NA,NA,50912.8043905863
"95",0,0,0,0,0,0,1,1,NA,20935.8620788152
"35",5,0,0,0,0,0,0,NA,0,39486.3035791635
"277",0,0,0,0,0,0,1,1,NA,70644.3821350419
"2638",0,0,0,0,0,0,0,NA,NA,134248.324958892
"2073",0,0,0,0,0,0,0,NA,NA,29060.7042876201
"131",0,0,0,0,0,0,0,NA,NA,12679.7251362158
"94",NA,0,0,0,0,0,0,NA,NA,12614.5423582696
"1107",0,0,0,0,0,0,0,NA,NA,81512.6173694805
"283",0,0,0,0,0,0,0,NA,NA,21945.189148111
"407",0,0,0,0,0,0,0,NA,NA,243529.159407481
"629",248,0,0,0,0,0,1,NA,1,10391.0413727142
"1314",2,0,0,0,0,0,1,NA,0,12531.832573457
"672",0,0,0,0,0,0,0,NA,NA,81471.7742878095
"1465",0,0,0,0,0,0,0,NA,NA,137781.518917489
"763",0,0,0,0,0,0,1,1,NA,9921.61452430036
"2837",0,0,0,0,0,0,1,1,NA,26593.6060664346
"686",0,0,0,0,0,0,0,NA,NA,100874.374910205
"1974",0,0,0,0,0,0,0,NA,NA,32196.3531925074
"1930",0,0,0,0,0,0,0,NA,NA,201559.597764528
"1808",15,0,0,0,0,0,1,NA,0,10340.7565844356
"2681",0,0,0,0,0,0,0,NA,NA,127531.976882368
"2230",0,0,0,0,25,0,1,NA,0,48812.387621794
"2200",0,0,0,0,0,0,0,NA,NA,300689.9026331
"622",180,0,0,0,0,0,0,NA,1,15029.5915418904
"1895",0,0,0,0,0,0,1,1,0,12921.1626056794
"1949",22,0,0,0,0,0,1,NA,0,26408.7023736126
"1030",0,0,0,5,0,0,1,NA,0,20051.7417360311
"2630",0,0,0,0,0,0,1,1,NA,8049.26328921994
"1885",0,0,0,0,0,0,0,NA,NA,10354.3292825512
"2204",0,0,0,0,0,0,0,NA,NA,7964.33097237048
"681",248,0,0,0,0,0,0,NA,1,7964.33097237048
"1237",0,0,0,0,0,3,0,NA,0,12634.8111018209
"1488",0,0,0,0,0,0,0,NA,NA,6483.17467002127
"1371",0,0,0,0,0,0,0,NA,NA,21806.4450935262
"1298",15,0,0,0,0,0,1,NA,0,6658.52523598592
"2494",0,0,0,4,0,0,1,NA,0,13776.7529479686
"2305",0,0,0,0,0,0,0,NA,NA,57301.7480298978
"2484",0,0,0,0,261,0,1,NA,0,18361.4304316622
"1905",0,0,0,0,0,0,0,NA,NA,108548.165045291
"256",0,0,0,0,0,0,0,NA,NA,9451.55040799146
"698",0,6,0,0,0,0,1,1,0,82304.7469417335
"710",0,0,0,55,0,0,1,1,0,11224.3583280005
"2274",6,0,0,0,0,0,0,NA,NA,12255.9781943485
"838",0,0,0,0,2,0,0,NA,0,10655.2523063782
"2408",20,0,0,0,0,0,0,NA,0,21188.530197242
"818",0,0,0,10,0,0,1,NA,0,12892.9277861806
"479",0,0,0,0,0,0,0,NA,NA,47400.1497782066
"2773",0,0,0,0,0,0,0,NA,NA,67101.7463048344
"961",15,0,0,0,0,0,1,NA,0,13588.0767925303
"1013",0,0,0,0,0,0,0,NA,NA,50563.5849212193
"2715",0,0,0,0,0,0,0,NA,NA,31109.2626157312
"2198",10,0,0,0,0,0,0,NA,0,14211.8159930286
"1626",0,0,0,0,0,0,0,NA,NA,10531.9837424629
"945",0,68,0,0,0,0,0,NA,0,11303.2692796311
"1430",5,0,0,0,0,0,1,NA,0,7822.73672032719
"1733",0,40,0,0,0,0,1,NA,0,7403.36467814876
"332",0,0,0,0,0,0,0,NA,NA,12180.636283927
"915",0,0,0,0,0,0,0,NA,NA,106147.690392009
"1070",0,0,0,0,0,5,0,NA,0,19881.1657315169
"1832",0,0,0,0,0,0,0,NA,NA,37736.7431078623
"369",10,0,0,0,0,0,0,NA,0,10104.3863217563
"1529",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"243",0,0,0,0,0,0,0,0,NA,9173.19700543862
"835",0,0,0,0,10,0,0,NA,0,8254.73516797646
"953",10,0,0,0,0,0,0,NA,0,15583.8260428996
"1932",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"29",0,0,0,0,0,0,0,NA,NA,108893.510481617
"1025",0,0,0,0,0,0,0,NA,NA,108870.482776053
"600",0,0,0,0,0,0,0,NA,NA,334493.393870968
"247",90,0,0,0,0,0,0,NA,0,8486.05263100762
"1859",0,0,0,0,0,0,0,NA,NA,69619.2797423627
"301",0,0,0,0,0,0,0,0,NA,16411.3198785283
"22",0,0,0,0,0,0,0,0,NA,29377.0814559097
"2116",0,0,0,0,0,0,0,NA,NA,67002.7620353484
"2098",30,0,0,0,0,0,0,NA,0,11347.4621594706
"1789",0,0,0,0,0,0,0,NA,NA,82619.8291349567
"2108",0,0,0,0,0,0,0,NA,0,12710.0556685371
"2644",0,0,0,0,0,0,0,NA,NA,49300.0777753073
"2332",0,0,0,0,0,0,0,NA,NA,33577.879598275
"2014",0,0,0,0,0,0,0,NA,NA,93723.8277346242
"2579",0,0,0,0,0,0,0,NA,NA,111817.055629634
"1483",0,0,0,0,0,0,0,NA,NA,23929.2392200407
"2562",135,0,0,0,0,0,0,1,0,7101.216006081
"1448",0,0,0,0,0,0,0,NA,NA,32515.6191722016
"2572",0,0,0,0,0,0,0,0,NA,11214.8074693972
"1618",0,0,0,0,0,0,0,NA,NA,66001.4051654603
"1749",2,0,0,0,0,0,1,1,NA,53436.4518519356
"2010",15,0,0,0,0,0,1,1,0,12053.8050975496
"2068",0,0,0,0,0,0,0,0,NA,16154.5988761368
"2643",0,0,0,0,0,0,0,NA,NA,100608.773404541
"1329",0,90,0,0,0,0,0,1,0,35460.7866596025
"1159",225,0,0,0,0,0,0,NA,0,4041.71008114653
"1365",0,0,0,0,0,0,0,NA,NA,266829.460525827
"1801",0,0,0,0,0,0,0,NA,NA,78621.3206891617
"478",0,0,0,0,0,0,0,NA,NA,49565.1783559706
"2157",10,0,0,0,0,0,1,NA,0,43789.8669192024
"1795",0,0,0,225,0,0,0,NA,0,11131.553704147
"608",0,0,0,0,0,0,0,NA,NA,102280.334704666
"2502",5,0,0,0,0,0,0,0,0,21742.7182606554
"2340",0,0,0,0,0,0,0,NA,NA,27938.5857335463
"2222",30,0,0,0,0,0,0,NA,0,9581.24351743373
"2509",10,0,0,0,0,0,0,NA,0,9894.33621331773
"1685",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"903",0,0,0,0,0,0,0,NA,NA,105921.010256684
"1150",0,0,0,0,0,0,0,NA,NA,38101.978107317
"815",0,0,0,0,0,0,0,NA,NA,82667.8315175735
"707",0,0,0,0,0,0,0,NA,NA,280217.857250495
"1855",0,0,0,0,0,0,0,NA,NA,170737.265766394
"730",0,0,0,0,0,0,0,NA,NA,28610.9378662354
"1190",0,0,0,0,0,0,0,NA,NA,326748.921935368
"1621",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"2491",215,0,0,0,0,0,0,NA,0,12953.0641668609
"1920",0,0,0,0,0,0,0,NA,NA,136814.499774781
"2096",5,0,0,0,0,0,0,NA,0,14805.6382659905
"602",45,0,0,0,0,0,1,1,0,105985.438919694
"2226",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1748",0,0,0,10,0,0,1,0,0,16263.9823131638
"1399",0,0,0,0,0,0,0,NA,NA,18891.995177633
"799",0,0,0,0,0,0,0,NA,NA,24954.8944627541
"1534",10,0,0,0,0,0,1,NA,0,15426.5047662929
"2767",1,0,0,0,0,0,0,NA,0,44656.3231606605
"790",0,0,0,0,0,0,0,NA,NA,219476.680319431
"110",0,0,0,0,0,0,0,NA,NA,39486.1803993355
"339",0,0,0,0,0,0,0,NA,NA,24954.8944627541
"1096",3,0,0,0,0,0,0,0,0,14939.3790204942
"861",0,0,0,0,0,0,0,NA,NA,52113.8252775926
"288",0,0,0,0,0,0,0,0,NA,7460.09054646327
"2117",0,0,0,16,0,0,1,NA,0,19924.6103842955
"718",0,0,0,0,0,0,0,0,NA,64542.752790488
"1966",0,0,0,0,0,0,0,NA,NA,84704.9663460239
"2359",0,0,0,0,0,0,0,NA,NA,6483.17467002127
"287",5,0,0,0,0,0,0,NA,0,11347.4621594706
"1586",0,0,0,0,0,5,0,NA,0,11602.3674768742
"1031",0,23,0,0,0,0,1,NA,0,59997.1683877018
"1887",0,0,0,0,0,0,0,0,NA,45706.4982385683
"97",0,0,0,0,0,0,0,NA,NA,71692.4056868405
"2527",35,0,0,0,0,0,1,NA,0,13420.3485148764
"2189",45,0,0,0,0,0,0,NA,0,30053.7727415562
"547",0,0,0,0,0,0,0,NA,NA,144095.203960638
"485",0,0,0,0,0,0,1,1,NA,29098.7475098972
"2600",0,0,0,0,0,0,0,NA,0,35215.9311208936
"991",0,35,0,0,0,0,1,NA,0,16945.7348965624
"2550",0,0,0,0,14,0,0,NA,0,9581.24351743373
"2330",0,0,0,0,0,0,0,0,NA,16263.9823131638
"682",0,0,0,0,0,0,0,NA,NA,86473.6057718595
"1345",0,0,0,0,0,0,0,NA,NA,253110.594980722
"2072",0,0,0,0,0,0,0,NA,NA,10531.9837424629
"2389",0,0,0,0,0,0,0,NA,NA,35761.776098448
"2088",0,0,0,0,0,0,0,NA,NA,121035.558939901
"569",0,0,0,0,0,0,0,NA,NA,52806.0186650928
"1249",0,0,0,0,0,10,1,NA,1,7135.58643539125
"116",0,0,0,0,0,0,0,NA,NA,119900.984510014
"2612",0,0,0,0,0,0,0,NA,NA,311137.483460013
"212",0,0,0,0,0,6,1,NA,0,16261.6276312817
"368",NA,NA,NA,NA,NA,0,1,NA,1,80684.2225611828
"1481",0,0,0,0,0,0,0,NA,NA,100874.374910205
"11",68,0,0,0,0,0,1,NA,0,14846.7995302722
"1710",0,0,0,0,0,0,0,NA,NA,86929.821010661
"2213",60,0,0,0,0,0,1,NA,0,3721.54109343474
"1475",0,0,0,0,0,0,0,NA,NA,12953.0641668609
"1953",0,0,0,0,0,0,1,1,NA,32368.9104219791
"770",0,0,0,0,0,0,0,NA,NA,80685.8134336126
"136",0,0,0,0,0,6,1,NA,1,7594.2121080529
"696",0,0,0,0,0,0,0,NA,NA,28610.9378662354
"2396",0,0,0,0,0,0,0,NA,NA,47045.469930785
"573",0,0,0,3,0,0,0,NA,0,49512.4441928485
"2140",0,0,0,0,0,0,1,1,NA,9606.77856654345
"739",0,0,0,0,0,0,0,NA,NA,8599.77465686851
"2697",0,0,0,0,0,0,0,NA,NA,18418.4670547066
"2239",0,0,0,0,0,0,0,NA,NA,28626.1534789774
"1062",0,0,0,0,0,0,0,NA,NA,60956.1963471519
"2781",0,0,0,0,0,0,0,NA,NA,126844.540216706
"2593",113,0,0,0,0,0,0,NA,0,7818.68325089123
"1524",5,0,0,0,0,0,0,1,0,10421.4064822768
"1088",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"2127",0,0,0,0,45,0,0,NA,0,7231.64738395703
"985",0,0,0,0,0,0,0,NA,NA,54629.2945502163
"1359",0,0,0,0,0,0,0,NA,NA,9422.36058905832
"397",0,0,0,0,0,0,0,NA,NA,13621.7557747981
"910",0,0,0,0,0,0,0,NA,NA,41927.4618564858
"711",0,0,0,0,0,0,0,NA,NA,169653.599506138
"1503",0,0,0,0,0,0,0,NA,NA,187128.982790652
"566",0,0,0,0,0,0,1,NA,NA,16431.0478257157
"604",0,0,0,0,0,0,0,0,NA,18375.1119956862
"532",0,0,0,0,0,0,0,NA,NA,334493.393870968
"788",90,0,0,0,0,0,0,NA,0,11614.4068528167
"2790",0,0,0,0,0,0,0,NA,NA,18891.573969838
"1648",3,0,0,0,0,0,0,NA,0,15201.8106231909
"176",0,0,0,0,0,10,1,NA,0,19170.6672829435
"1533",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"2102",0,0,0,0,0,0,0,NA,NA,223312.676893136
"1796",0,0,0,0,0,0,0,NA,NA,56305.4319648913
"981",0,0,0,0,0,45,1,1,0,19204.2543244004
"1871",0,0,0,0,0,0,0,NA,NA,44228.9573488463
"2673",0,0,0,0,0,0,1,1,NA,15583.8260428996
"1026",10,0,0,0,0,0,1,NA,0,14285.6699767864
"610",0,0,0,0,0,0,0,NA,NA,23402.1105567666
"1868",0,0,0,0,0,0,0,NA,NA,9427.02055879817
"2786",0,60,0,0,0,0,1,NA,0,15280.8443675811
"2104",0,0,0,0,0,0,0,NA,NA,80453.771846406
"1717",0,0,0,0,0,0,0,NA,NA,50140.4422962835
"804",0,0,0,0,0,0,0,NA,NA,21553.5820107382
"454",45,0,0,0,0,0,0,NA,0,10531.9837424629
"2300",6,0,0,0,0,0,1,NA,0,42838.9358977604
"2021",0,0,0,0,5,0,0,NA,1,56188.0551347987
"1000",10,0,0,0,0,0,0,NA,0,22761.0324088966
"53",0,0,0,0,0,0,0,NA,NA,30010.5440618619
"250",0,0,0,0,0,0,0,NA,NA,66204.5253255822
"2144",70,0,0,0,0,0,0,1,0,30167.155972847
"1060",0,0,0,0,0,3,0,0,0,9817.65513100915
"1566",0,0,0,0,0,0,0,NA,NA,38737.444129275
"1335",0,0,0,0,5,0,0,NA,0,6305.29994407327
"87",0,0,0,0,0,0,1,1,NA,72710.9236921613
"1923",0,0,40,0,0,0,0,NA,0,19209.6425612239
"738",0,0,0,0,0,0,0,0,NA,25067.3177899129
"182",0,0,0,12,0,0,1,1,0,25963.2520577158
"1383",0,0,0,0,0,0,0,NA,NA,71082.2048849951
"2531",0,0,0,0,0,0,0,NA,0,9471.12002997913
"1550",4,0,0,0,0,0,0,NA,0,7818.68325089123
"693",65,0,0,0,0,0,0,0,0,21113.5033583199
"2199",60,0,0,0,0,0,1,1,0,11071.7849139088
"2268",0,0,0,0,0,0,0,NA,NA,26237.6064718698
"1325",0,0,0,0,0,0,0,0,NA,8390.90132727424
"773",0,0,0,15,0,0,1,0,0,25031.4683688263
"2461",0,0,0,0,0,0,0,0,NA,13647.0794816273
"2356",0,0,0,0,0,0,0,0,NA,15559.9871692372
"2346",0,0,4,0,0,0,0,NA,0,9286.16559712899
"491",0,0,0,0,0,3,0,NA,0,10084.0052457429
"2801",0,0,0,0,23,0,1,NA,1,15029.5915418904
"737",0,0,0,0,0,0,0,NA,NA,247873.759405188
"404",0,0,0,0,0,0,0,NA,NA,18252.8056614884
"261",0,0,0,0,0,0,0,0,NA,10368.7746352238
"2776",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"2177",0,0,0,0,0,0,0,NA,NA,37262.6397177472
"1747",0,0,0,0,0,0,0,NA,NA,63551.2849153803
"2439",0,0,0,0,0,0,0,NA,NA,15099.4682341423
"1039",0,0,0,0,0,0,0,NA,NA,81845.4340074633
"2149",0,0,0,0,0,0,0,NA,NA,60993.3964054344
"2841",0,0,0,0,0,0,0,NA,NA,19891.5790935859
"78",0,0,0,0,0,0,0,NA,NA,67038.012622671
"1429",15,0,0,0,0,0,0,0,0,6279.35975031042
"1048",0,0,0,0,0,0,0,NA,NA,81205.7676456973
"1049",0,0,0,0,0,0,0,NA,NA,65673.8507280771
"399",0,0,0,0,0,0,0,NA,0,24617.3334684487
"1309",30,0,0,0,0,0,0,NA,0,13196.5722266931
"1160",0,0,0,0,0,0,0,NA,NA,52077.4020980726
"2606",0,0,0,0,0,0,1,0,0,12021.0200762086
"487",0,0,0,0,0,0,1,NA,NA,16061.6880496388
"2658",0,0,0,0,0,0,0,NA,NA,97165.9380827221
"523",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2310",0,0,0,0,0,0,1,1,NA,61258.4285510999
"59",0,0,0,0,0,0,0,NA,NA,24663.1534222441
"1526",20,0,0,0,0,0,0,NA,0,13423.943140856
"1445",261,0,0,0,0,0,0,NA,0,10057.062312194
"335",0,0,0,0,10,0,1,0,0,12252.3406199815
"34",0,0,0,0,0,0,0,0,NA,69798.0862485522
"2077",68,0,0,0,0,0,0,NA,0,25687.6574649758
"1875",0,0,0,0,0,23,1,NA,0,19140.6955901563
"666",0,0,0,0,0,0,0,NA,NA,113205.617299962
"149",0,0,0,0,0,0,0,NA,NA,6809.20487891372
"104",30,0,0,0,0,0,0,NA,0,8620.15910503347
"1777",15,0,0,0,0,0,0,0,1,29386.6115596078
"894",0,0,20,0,0,0,0,NA,0,18027.2727329627
"993",0,0,0,0,0,0,0,NA,NA,25583.8561842878
"2693",45,0,0,0,0,0,0,NA,0,10141.8872676748
"967",0,0,0,0,0,0,0,NA,NA,100754.695143599
"2335",0,0,0,1,0,0,0,NA,0,19429.8135246217
"1900",0,0,0,0,0,0,0,NA,NA,130504.636319856
"1450",30,0,0,0,0,0,1,NA,0,22816.4313552144
"603",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"43",0,0,0,0,0,0,0,NA,NA,63663.3116168014
"960",0,0,0,0,0,3,0,NA,0,4968.0550317358
"1986",10,0,0,0,0,0,0,NA,0,9047.4394297413
"2434",0,0,0,0,0,0,0,NA,NA,181077.721474368
"1712",0,0,0,0,0,0,0,NA,NA,67002.7620353484
"1877",0,0,0,0,0,0,0,NA,NA,43538.2976882896
"1074",5,0,0,0,0,0,0,NA,0,13009.2758304403
"106",0,0,0,0,0,0,0,0,NA,57078.7782599411
"1018",0,0,0,0,0,0,0,NA,NA,45386.0073092313
"634",0,0,0,0,0,0,0,NA,NA,64430.4619242653
"2126",65,0,0,0,0,0,0,NA,1,11568.5587001765
"121",3,0,0,0,0,0,0,NA,0,9576.49875623477
"2042",0,0,0,0,0,4,0,NA,0,7132.18629132531
"1818",68,0,0,0,0,0,1,NA,0,5639.08055745565
"1008",0,0,0,0,0,0,0,NA,NA,15830.5687835807
"264",0,0,0,0,0,1,0,0,0,14285.6699767864
"2322",0,0,0,0,0,0,0,NA,NA,30074.4030899756
"337",0,0,0,0,0,0,0,NA,NA,56129.5677426052
"1211",0,0,0,0,45,0,0,NA,0,16568.6462803287
"2793",5,0,0,0,0,0,0,NA,0,6915.25167613814
"441",10,0,0,0,0,0,0,NA,0,9476.94932929168
"428",0,0,0,0,0,0,1,NA,0,11454.4072855363
"2554",0,0,0,0,0,0,0,NA,NA,47045.469930785
"376",0,0,0,0,0,0,0,NA,NA,12180.636283927
"1133",0,0,0,0,0,0,0,NA,NA,116757.22089586
"2445",30,0,0,0,0,0,0,NA,0,9921.61452430036
"1003",0,0,0,0,0,0,0,NA,NA,56301.0730869871
"1517",0,0,0,0,0,0,0,NA,NA,203242.214678184
"1308",0,0,0,0,0,0,0,NA,NA,51852.8330368641
"2499",30,0,0,0,0,0,0,0,0,19224.1790961012
"1334",0,0,0,0,0,0,0,NA,NA,162164.101726342
"2065",5,0,0,0,0,0,1,NA,0,10563.2181990348
"420",0,0,0,0,0,0,0,NA,NA,58268.7944013084
"965",0,0,0,0,0,0,0,0,NA,9427.02055879817
"617",0,0,0,0,0,0,0,NA,NA,60247.543435151
"6",0,0,0,0,0,0,0,NA,NA,60231.0327491586
"1461",0,0,0,0,0,0,0,NA,NA,152282.639988974
"2360",0,0,0,0,0,0,0,0,NA,16442.1248940512
"2829",113,0,0,0,0,0,1,0,NA,10537.6689870764
"2085",45,0,0,0,0,0,0,NA,0,22232.9449410531
"2283",5,0,0,0,0,0,1,0,0,28278.5718850321
"2075",0,0,10,0,0,0,0,NA,0,9590.95160366833
"2450",0,0,0,0,0,0,0,NA,NA,18250.2961269834
"2660",80,0,0,0,0,0,0,NA,0,20053.9049390347
"2588",0,0,0,0,0,0,0,NA,NA,77942.8681687178
"648",0,90,0,0,0,0,0,NA,0,6725.87881654556
"1466",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"830",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2099",0,0,0,0,0,0,0,NA,NA,26668.7154103216
"1725",20,0,0,0,0,0,0,1,0,13551.337526019
